NSE,Name,Symbol
NSE: KSERASERA,KSS Limited,KSERASERA
NSE: KUANTUM,Kuantum Papers Limited,KUANTUM
NSE: KWALITY,Kwality Limited,KWALITY
NSE: L&TFH,L&T Finance Holdings Limited,L&TFH
NSE: LTTS,L&T Technology Services Limited,LTTS
NSE: LAOPALA,La Opala RG Limited,LAOPALA
NSE: LAGNAM,Lagnam Spintex Limited,LAGNAM
NSE: LFIC,Lakshmi Finance & Industrial Corporation Limited,LFIC
NSE: LAXMIMACH,Lakshmi Machine Works Limited,LAXMIMACH
NSE: LAKPRE,Lakshmi Precision Screws Limited,LAKPRE
NSE: LAKSHVILAS,Lakshmi Vilas Bank Limited,LAKSHVILAS
NSE: LAMBODHARA,Lambodhara Textiles Limited,LAMBODHARA
NSE: LPDC,Landmark Property Development Company Limited,LPDC
NSE: LTI,Larsen & Toubro Infotech Limited,LTI
NSE: LT,Larsen & Toubro Limited,LT
NSE: LASA,Lasa Supergenerics Limited,LASA
NSE: LATTEYS,Latteys Industries Limited,LATTEYS
NSE: LAURUSLABS,Laurus Labs Limited,LAURUSLABS
NSE: LAXMICOT,Laxmi Cotspin Limited,LAXMICOT
NSE: LEMONTREE,Lemon Tree Hotels Limited,LEMONTREE
NSE: LEXUS,Lexus Granito (India) Limited,LEXUS
NSE: LGBBROSLTD,LG Balakrishnan & Bros Limited,LGBBROSLTD
NSE: LGBFORGE,LGB Forge Limited,LGBFORGE
NSE: LIBAS,Libas Designs Limited,LIBAS
NSE: LIBERTSHOE,Liberty Shoes Limited,LIBERTSHOE
NSE: LICHSGFIN,LIC Housing Finance Limited,LICHSGFIN
NSE: LIKHITHA,Likhitha Infrastructure Limited,LIKHITHA
NSE: LINCPEN,Linc Pen & Plastics Limited,LINCPEN
NSE: LINCOLN,Lincoln Pharmaceuticals Limited,LINCOLN
NSE: LINDEINDIA,Linde India Limited,LINDEINDIA
NSE: LSIL,Lloyds Steels Industries Limited,LSIL
NSE: LOKESHMACH,Lokesh Machines Limited,LOKESHMACH
NSE: LOTUSEYE,Lotus Eye Hospital and Institute Limited,LOTUSEYE
NSE: LOVABLE,Lovable Lingerie Limited,LOVABLE
NSE: DAAWAT,LT Foods Limited,DAAWAT
NSE: LUMAXTECH,Lumax Auto Technologies Limited,LUMAXTECH
NSE: LUMAXIND,Lumax Industries Limited,LUMAXIND
NSE: LUPIN,Lupin Limited,LUPIN
NSE: LUXIND,Lux Industries Limited,LUXIND
NSE: LYKALABS,Lyka Labs Limited,LYKALABS
NSE: LYPSAGEMS,Lypsa Gems & Jewellery Limited,LYPSAGEMS
NSE: MKPL,M K Proteins Limited,MKPL
NSE: MRO,M.R. Organisation Limited,MRO
NSE: MAANALU,Maan Aluminium Limited,MAANALU
NSE: MACPOWER,Macpower CNC Machines Limited,MACPOWER
NSE: MCL,Madhav Copper Limited,MCL
NSE: MADHAV,Madhav Marbles and Granites Limited,MADHAV
NSE: MADHUCON,Madhucon Projects Limited,MADHUCON
NSE: MBAPL,Madhya Bharat Agro Products Limited,MBAPL
NSE: MPTODAY,Madhya Pradesh Today Media Limited,MPTODAY
NSE: MADRASFERT,Madras Fertilizers Limited,MADRASFERT
NSE: MAGADSUGAR,Magadh Sugar & Energy Limited,MAGADSUGAR
NSE: MAGMA,Magma Fincorp Limited,MAGMA
NSE: MAGNUM,Magnum Ventures Limited,MAGNUM
NSE: MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,MAHAPEXLTD
NSE: MAHASTEEL,Mahamaya Steel Industries Limited,MAHASTEEL
NSE: MGL,Mahanagar Gas Limited,MGL
NSE: MTNL,Mahanagar Telephone Nigam Limited,MTNL
NSE: MAHSCOOTER,Maharashtra Scooters Limited,MAHSCOOTER
NSE: MAHSEAMLES,Maharashtra Seamless Limited,MAHSEAMLES
NSE: MAHESHWARI,Maheshwari Logistics Limited,MAHESHWARI
NSE: MAHICKRA,Mahickra Chemicals Limited,MAHICKRA
NSE: M&MFIN,Mahindra & Mahindra Financial Services Limited,M&MFIN
NSE: M&M,Mahindra & Mahindra Limited,M&M
NSE: MAHINDCIE,Mahindra CIE Automotive Limited,MAHINDCIE
NSE: MAHEPC,Mahindra EPC Irrigation Limited,MAHEPC
NSE: MHRIL,Mahindra Holidays & Resorts India Limited,MHRIL
NSE: MAHLIFE,Mahindra Lifespace Developers Limited,MAHLIFE
NSE: MAHLOG,Mahindra Logistics Limited,MAHLOG
NSE: MAITHANALL,Maithan Alloys Limited,MAITHANALL
NSE: MAJESCO,Majesco Limited,MAJESCO
NSE: MALUPAPER,Malu Paper Mills Limited,MALUPAPER
NSE: MANINDS,Man Industries (India) Limited,MANINDS
NSE: MANINFRA,Man Infraconstruction Limited,MANINFRA
NSE: MANAKALUCO,Manaksia Aluminium Company Limited,MANAKALUCO
NSE: MANAKCOAT,Manaksia Coated Metals & Industries Limited,MANAKCOAT
NSE: MANAKSIA,Manaksia Limited,MANAKSIA
NSE: MANAKSTEEL,Manaksia Steels Limited,MANAKSTEEL
NSE: MANALIPETC,Manali Petrochemicals Limited,MANALIPETC
NSE: MANAPPURAM,Manappuram Finance Limited,MANAPPURAM
NSE: MANAV,Manav Infra Projects Limited,MANAV
NSE: MANGLMCEM,Mangalam Cement Limited,MANGLMCEM
NSE: MANGALAM,Mangalam Drugs And Organics Limited,MANGALAM
NSE: MGEL,Mangalam Global Enterprise Limited,MGEL
NSE: MANGTIMBER,Mangalam Timber Products Limited,MANGTIMBER
NSE: MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,MANGCHEFER
NSE: MRPL,Mangalore Refinery and Petrochemicals Limited,MRPL
NSE: MANUGRAPH,Manugraph India Limited,MANUGRAPH
NSE: MARALOVER,Maral Overseas Limited,MARALOVER
NSE: MARATHON,Marathon Nextgen Realty Limited,MARATHON
NSE: MARICO,Marico Limited,MARICO
NSE: MARINE,Marine Electricals (India) Limited,MARINE
NSE: MARKSANS,Marksans Pharma Limited,MARKSANS
NSE: MARSHALL,Marshall Machines Limited,MARSHALL
NSE: MARUTI,Maruti Suzuki India Limited,MARUTI
NSE: MDL,Marvel Decor Limited,MDL
NSE: MASFIN,MAS Financial Services Limited,MASFIN
NSE: MASKINVEST,Mask Investments Limited,MASKINVEST
NSE: MASTEK,Mastek Limited,MASTEK
NSE: MATRIMONY,Matrimony.com Limited,MATRIMONY
NSE: MAWANASUG,Mawana Sugars Limited,MAWANASUG
NSE: MFSL,Max Financial Services Limited,MFSL
NSE: MAXHEALTH,Max Healthcare Institute Limited,MAXHEALTH
NSE: MAXINDIA,Max India Limited,MAXINDIA
NSE: MAXVIL,Max Ventures and Industries Limited,MAXVIL
NSE: MAYURUNIQ,Mayur Uniquoters Ltd,MAYURUNIQ
NSE: MAZDOCK,Mazagon Dock Shipbuilders Limited,MAZDOCK
NSE: MAZDA,Mazda Limited,MAZDA
NSE: MBLINFRA,MBL Infrastructures Limited,MBLINFRA
NSE: MCDHOLDING,McDowell Holdings Limited,MCDHOLDING
NSE: MCLEODRUSS,Mcleod Russel India Limited,MCLEODRUSS
NSE: MBECL,Mcnally Bharat Engineering Company Limited,MBECL
NSE: MEGASOFT,Megasoft Limited,MEGASOFT
NSE: MEGH,Meghmani Organics Limited,MEGH
NSE: MELSTAR,Melstar Information Technologies Limited,MELSTAR
NSE: MENONBE,Menon Bearings Limited,MENONBE
NSE: MEP,MEP Infrastructure Developers Limited,MEP
NSE: MERCATOR,Mercator Limited,MERCATOR
NSE: METALFORGE,Metalyst Forgings Limited,METALFORGE
NSE: METKORE,Metkore Alloys & Industries Limited,METKORE
NSE: METROPOLIS,Metropolis Healthcare Limited,METROPOLIS
NSE: MIC,MIC Electronics Limited,MIC
NSE: MMNL,MIG Media Neurons Limited,MMNL
NSE: MILTON,Milton Industries Limited,MILTON
NSE: MINDACORP,Minda Corporation Limited,MINDACORP
NSE: MINDAIND,Minda Industries Limited,MINDAIND
NSE: MINDPOOL,Mindpool Technologies Limited,MINDPOOL
NSE: MINDTECK,Mindteck (India) Limited,MINDTECK
NSE: MINDTREE,MindTree Limited,MINDTREE
NSE: MIRCELECTR,MIRC Electronics Limited,MIRCELECTR
NSE: MIRZAINT,Mirza International Limited,MIRZAINT
NSE: MIDHANI,Mishra Dhatu Nigam Limited,MIDHANI
NSE: MITCON,MITCON Consultancy & Engineering Services Limited,MITCON
NSE: MITTAL,Mittal Life Style Limited,MITTAL
NSE: MMFL,MM Forgings Limited,MMFL
NSE: MMP,MMP Industries Limited,MMP
NSE: MMTC,MMTC Limited,MMTC
NSE: MODIRUBBER,Modi Rubber Limited,MODIRUBBER
NSE: MHHL,Mohini Health & Hygiene Limited,MHHL
NSE: MOHITIND,Mohit Industries Limited,MOHITIND
NSE: MOHOTAIND,Mohota Industries Limited,MOHOTAIND
NSE: MOIL,MOIL Limited,MOIL
NSE: MOKSH,Moksh Ornaments Limited,MOKSH
NSE: MOLDTKPAC,Mold-Tek Packaging Limited,MOLDTKPAC
NSE: MOLDTECH,Mold-Tek Technologies Limited,MOLDTECH
NSE: AIONJSW,Monnet Ispat & Energy Limited,AIONJSW
NSE: MONTECARLO,Monte Carlo Fashions Limited,MONTECARLO
NSE: MORARJEE,Morarjee Textiles Limited,MORARJEE
NSE: MOREPENLAB,Morepen Laboratories Limited,MOREPENLAB
NSE: MOTHERSUMI,Motherson Sumi Systems Limited,MOTHERSUMI
NSE: MOTILALOFS,Motilal Oswal Financial Services Limited,MOTILALOFS
NSE: MPHASIS,MphasiS Limited,MPHASIS
NSE: MPSLTD,MPS Limited,MPSLTD
NSE: MRF,MRF Limited,MRF
NSE: MRO-TEK,MRO-TEK Realty Limited,MRO-TEK
NSE: MSPL,MSP Steel & Power Limited,MSPL
NSE: MSTCLTD,MSTC Limited,MSTCLTD
NSE: MTEDUCARE,MT Educare Limited,MTEDUCARE
NSE: MUKANDENGG,Mukand Engineers Limited,MUKANDENGG
NSE: MUKANDLTD,Mukand Limited,MUKANDLTD
NSE: MUKTAARTS,Mukta Arts Limited,MUKTAARTS
NSE: MUNJALAU,Munjal Auto Industries Limited,MUNJALAU
NSE: MUNJALSHOW,Munjal Showa Limited,MUNJALSHOW
NSE: MURUDCERA,Murudeshwar Ceramics Limited,MURUDCERA
NSE: RADIOCITY,Music Broadcast Limited,RADIOCITY
NSE: MUTHOOTCAP,Muthoot Capital Services Limited,MUTHOOTCAP
NSE: MUTHOOTFIN,Muthoot Finance Limited,MUTHOOTFIN
NSE: NRAIL,N R Agarwal Industries Limited,NRAIL
NSE: NBIFIN,N. B. I. Industrial Finance Company Limited,NBIFIN
NSE: NACLIND,NACL Industries Limited,NACLIND
NSE: NDGL,Naga Dhunseri Group Limited,NDGL
NSE: NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT
NSE: NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP
NSE: NAGREEKEXP,Nagreeka Exports Limited,NAGREEKEXP
NSE: NAHARCAP,Nahar Capital and Financial Services Limited,NAHARCAP
NSE: NAHARINDUS,Nahar Industrial Enterprises Limited,NAHARINDUS
NSE: NAHARPOLY,Nahar Poly Films Limited,NAHARPOLY
NSE: NAHARSPING,Nahar Spinning Mills Limited,NAHARSPING
NSE: NSIL,Nalwa Sons Investments Limited,NSIL
NSE: NDL,Nandan Denim Limited,NDL
NSE: NANDANI,Nandani Creation Limited,NANDANI
NSE: NH,Narayana Hrudayalaya Ltd.,NH
NSE: NARMADA,Narmada Agrobase Limited,NARMADA
NSE: NATCOPHARM,Natco Pharma Limited,NATCOPHARM
NSE: NATHBIOGEN,Nath Bio-Genes (India) Limited,NATHBIOGEN
NSE: NATIONALUM,National Aluminium Company Limited,NATIONALUM
NSE: NFL,National Fertilizers Limited,NFL
NSE: NATNLSTEEL,National Steel And Agro Industries Limited,NATNLSTEEL
NSE: NBVENTURES,Nava Bharat Ventures Limited,NBVENTURES
NSE: NAVINFLUOR,Navin Fluorine International Limited,NAVINFLUOR
NSE: NAVKARCORP,Navkar Corporation Limited,NAVKARCORP
NSE: NAVNETEDUL,Navneet Education Limited,NAVNETEDUL
NSE: NBCC,NBCC (India) Limited,NBCC
NSE: NCC,NCC Limited,NCC
NSE: NCLIND,NCL Industries Limited,NCLIND
NSE: NECLIFE,Nectar Lifesciences Limited,NECLIFE
NSE: NELCAST,Nelcast Limited,NELCAST
NSE: NELCO,NELCO Limited,NELCO
NSE: NEOGEN,Neogen Chemicals Limited,NEOGEN
NSE: NESCO,Nesco Limited,NESCO
NSE: NETWORK18,Network18 Media & Investments Limited,NETWORK18
NSE: NTL,Neueon Towers Limited,NTL
NSE: NEULANDLAB,Neuland Laboratories Limited,NEULANDLAB
NSE: NDTV,New Delhi Television Limited,NDTV
NSE: NEWGEN,Newgen Software Technologies Limited,NEWGEN
NSE: NEXTMEDIA,Next Mediaworks Limited,NEXTMEDIA
NSE: NHPC,NHPC Limited,NHPC
NSE: NIITLTD,NIIT Limited,NIITLTD
NSE: NILAINFRA,Nila Infrastructures Limited,NILAINFRA
NSE: NILASPACES,Nila Spaces Limited,NILASPACES
NSE: NILKAMAL,Nilkamal Limited,NILKAMAL
NSE: NAM-INDIA,Nippon Life India Asset Management Limited,NAM-INDIA
NSE: NIRAJISPAT,Niraj Ispat Industries Limited,NIRAJISPAT
NSE: NITCO,Nitco Limited,NITCO
NSE: NITINFIRE,Nitin Fire Protection Industries Limited,NITINFIRE
NSE: NITINSPIN,Nitin Spinners Limited,NITINSPIN
NSE: NITIRAJ,Nitiraj Engineers Limited,NITIRAJ
NSE: NKIND,NK Industries Limited,NKIND
NSE: NLCINDIA,NLC India Limited,NLCINDIA
NSE: NMDC,NMDC Limited,NMDC
NSE: NOCIL,NOCIL Limited,NOCIL
NSE: NOIDATOLL,Noida Toll Bridge Company Limited,NOIDATOLL
NSE: NORBTEAEXP,Norben Tea & Exports Limited,NORBTEAEXP
NSE: NECCLTD,North Eastern Carrying Corporation Limited,NECCLTD
NSE: NRBBEARING,NRB Bearing Limited,NRBBEARING
NSE: NIBL,NRB Industrial Bearings Limited,NIBL
NSE: NTPC,NTPC Limited,NTPC
NSE: NUCLEUS,Nucleus Software Exports Limited,NUCLEUS
NSE: NXTDIGITAL,NXTDigital Limited,NXTDIGITAL
NSE: OBEROIRLTY,Oberoi Realty Limited,OBEROIRLTY
NSE: OISL,OCL Iron and Steel Limited,OISL
NSE: ONGC,Oil & Natural Gas Corporation Limited,ONGC
NSE: OILCOUNTUB,Oil Country Tubular Limited,OILCOUNTUB
NSE: OIL,Oil India Limited,OIL
NSE: OLECTRA,Olectra Greentech Limited,OLECTRA
NSE: OMMETALS,OM Metals Infraprojects Limited,OMMETALS
NSE: OMAXAUTO,Omax Autos Limited,OMAXAUTO
NSE: OMAXE,Omaxe Limited,OMAXE
NSE: OMFURN,Omfurn India Limited,OMFURN
NSE: OMKARCHEM,Omkar Speciality Chemicals Limited,OMKARCHEM
NSE: ONEPOINT,One Point One Solutions Limited,ONEPOINT
NSE: ONELIFECAP,Onelife Capital Advisors Limited,ONELIFECAP
NSE: ONMOBILE,OnMobile Global Limited,ONMOBILE
NSE: ONWARDTEC,Onward Technologies Limited,ONWARDTEC
NSE: OPAL,Opal Luxury Time Products Limited,OPAL
NSE: OPTIEMUS,Optiemus Infracom Limited,OPTIEMUS
NSE: OPTOCIRCUI,Opto Circuits (India) Limited,OPTOCIRCUI
NSE: OFSS,Oracle Financial Services Software Limited,OFSS
NSE: ORBTEXP,Orbit Exports Limited,ORBTEXP
NSE: ORCHIDPHAR,Orchid Pharma Limited,ORCHIDPHAR
NSE: ORICONENT,Oricon Enterprises Limited,ORICONENT
NSE: ORIENTABRA,Orient Abrasives Limited,ORIENTABRA
NSE: ORIENTBELL,Orient Bell Limited,ORIENTBELL
NSE: ORIENTCEM,Orient Cement Limited,ORIENTCEM
NSE: ORIENTELEC,Orient Electric Limited,ORIENTELEC
NSE: GREENPOWER,Orient Green Power Company Limited,GREENPOWER
NSE: ORIENTPPR,Orient Paper & Industries Limited,ORIENTPPR
NSE: ORIENTLTD,Orient Press Limited,ORIENTLTD
NSE: ORIENTREF,Orient Refractories Limited,ORIENTREF
NSE: OAL,Oriental Aromatics Limited,OAL
NSE: OCCL,Oriental Carbon & Chemicals Limited,OCCL
NSE: ORIENTHOT,Oriental Hotels Limited,ORIENTHOT
NSE: ORIENTALTL,Oriental Trimex Limited,ORIENTALTL
NSE: ORTEL,Ortel Communications Limited,ORTEL
NSE: ORTINLABSS,Ortin Laboratories Limited,ORTINLABSS
NSE: OSIAHYPER,Osia Hyper Retail Limited,OSIAHYPER
NSE: OSWALAGRO,Oswal Agro Mills Limited,OSWALAGRO
NSE: BINDALAGRO,Oswal Chemicals & Fertilizers Limited,BINDALAGRO
NSE: PAEL,PAE Limited,PAEL
NSE: PAGEIND,Page Industries Limited,PAGEIND
NSE: PAISALO,Paisalo Digital Limited,PAISALO
NSE: PALASHSECU,Palash Securities Limited,PALASHSECU
NSE: PALREDTEC,Palred Technologies Limited,PALREDTEC
NSE: PANACEABIO,Panacea Biotec Limited,PANACEABIO
NSE: PANACHE,Panache Digilife Limited,PANACHE
NSE: PANAMAPET,Panama Petrochem Limited,PANAMAPET
NSE: PANSARI,Pansari Developers Limited,PANSARI
NSE: PAR,Par Drugs and Chemicals Limited,PAR
NSE: PARABDRUGS,Parabolic Drugs Limited,PARABDRUGS
NSE: PARAGMILK,Parag Milk Foods Limited,PARAGMILK
NSE: PARACABLES,Paramount Communications Limited,PARACABLES
NSE: PARIN,Parin Furniture Limited,PARIN
NSE: PARSVNATH,Parsvnath Developers Limited,PARSVNATH
NSE: PASHUPATI,Pashupati Cotspin Limited,PASHUPATI
NSE: PATELENG,Patel Engineering Limited,PATELENG
NSE: PATINTLOG,Patel Integrated Logistics Limited,PATINTLOG
NSE: PATSPINLTD,Patspin India Limited,PATSPINLTD
NSE: PCJEWELLER,PC Jeweller Limited,PCJEWELLER
NSE: PDSMFL,PDS Multinational Fashions Limited,PDSMFL
NSE: PGIL,Pearl Global Industries Limited,PGIL
NSE: PEARLPOLY,Pearl Polymers Limited,PEARLPOLY
NSE: PENINLAND,Peninsula Land Limited,PENINLAND
NSE: PENIND,Pennar Industries Limited,PENIND
NSE: PENTAGOLD,Penta Gold Limited,PENTAGOLD
NSE: PERFECT,Perfect Infraengineers Limited,PERFECT
NSE: PERSISTENT,Persistent Systems Limited,PERSISTENT
NSE: PETRONET,Petronet LNG Limited,PETRONET
NSE: PFIZER,Pfizer Limited,PFIZER
NSE: PGEL,PG Electroplast Limited,PGEL
NSE: PHILIPCARB,Phillips Carbon Black Limited,PHILIPCARB
NSE: PIIND,PI Industries Limited,PIIND
NSE: PIDILITIND,Pidilite Industries Limited,PIDILITIND
NSE: PILITA,Pil Italica Lifestyle Limited,PILITA
NSE: PILANIINVS,Pilani Investment and Industries Corporation Limited,PILANIINVS
NSE: PIONDIST,Pioneer Distilleries Limited,PIONDIST
NSE: PIONEEREMB,Pioneer Embroideries Limited,PIONEEREMB
NSE: PEL,Piramal Enterprises Limited,PEL
NSE: PITTIENG,Pitti Engineering Limited,PITTIENG
NSE: PLASTIBLEN,Plastiblends India Limited,PLASTIBLEN
NSE: PNBGILTS,PNB Gilts Limited,PNBGILTS
NSE: PNBHOUSING,PNB Housing Finance Limited,PNBHOUSING
NSE: PNCINFRA,PNC Infratech Limited,PNCINFRA
NSE: PODDARHOUS,Poddar Housing and Development Limited,PODDARHOUS
NSE: PODDARMENT,Poddar Pigments Limited,PODDARMENT
NSE: POKARNA,Pokarna Limited,POKARNA
NSE: POLYMED,Poly Medicure Limited,POLYMED
NSE: POLYCAB,Polycab India Limited,POLYCAB
NSE: POLYPLEX,Polyplex Corporation Limited,POLYPLEX
NSE: PONNIERODE,Ponni Sugars (Erode) Limited,PONNIERODE
NSE: PIGL,Power & Instrumentation (Gujarat) Limited,PIGL
NSE: PFC,Power Finance Corporation Limited,PFC
NSE: POWERGRID,Power Grid Corporation of India Limited,POWERGRID
NSE: POWERMECH,Power Mech Projects Limited,POWERMECH
NSE: POWERFUL,Powerful Technologies Limited,POWERFUL
NSE: PPAP,PPAP Automotive Limited,PPAP
NSE: PRABHAT,Prabhat Dairy Limited,PRABHAT
NSE: PRADIP,Pradip Overseas Limited,PRADIP
NSE: PRAJIND,Praj Industries Limited,PRAJIND
NSE: PRAENG,Prajay Engineers Syndicate Limited,PRAENG
NSE: PRAKASH,Prakash Industries Limited,PRAKASH
NSE: PPL,Prakash Pipes Limited,PPL
NSE: PRAKASHSTL,Prakash Steelage Limited,PRAKASHSTL
NSE: DIAMONDYD,Prataap Snacks Limited,DIAMONDYD
NSE: PRAXIS,Praxis Home Retail Limited,PRAXIS
NSE: PRECAM,Precision Camshafts Limited,PRECAM
NSE: PRECWIRE,Precision Wires India Limited,PRECWIRE
NSE: PRECOT,Precot Meridian Limited,PRECOT
NSE: PREMEXPLN,Premier Explosives Limited,PREMEXPLN
NSE: PREMIER,Premier Limited,PREMIER
NSE: PREMIERPOL,Premier Polyfilm Limited,PREMIERPOL
NSE: PRESSMN,Pressman Advertising Limited,PRESSMN
NSE: PRESTIGE,Prestige Estates Projects Limited,PRESTIGE
NSE: PRICOLLTD,Pricol Limited,PRICOLLTD
NSE: PFOCUS,Prime Focus Limited,PFOCUS
NSE: PRIMESECU,Prime Securities Limited,PRIMESECU
NSE: PRINCEPIPE,Prince Pipes And Fittings Limited,PRINCEPIPE
NSE: PRSMJOHNSN,Prism Johnson Limited,PRSMJOHNSN
NSE: PRITI,Priti International Limited,PRITI
NSE: PNC,Pritish Nandy Communications Limited,PNC
NSE: PGHL,Procter & Gamble Health Limited,PGHL
NSE: PGHH,Procter & Gamble Hygiene and Health Care Limited,PGHH
NSE: PROLIFE,Prolife Industries Limited,PROLIFE
NSE: PROSEED,Proseed India Limited,PROSEED
NSE: PROZONINTU,Prozone Intu Properties Limited,PROZONINTU
NSE: PSL,PSL Limited,PSL
NSE: PSPPROJECT,PSP Projects Limited,PSPPROJECT
NSE: PFS,PTC India Financial Services Limited,PFS
NSE: PTC,PTC India Limited,PTC
NSE: PTL,PTL Enterprises Limited,PTL
NSE: PDMJEPAPER,Pudumjee Paper Products Limited,PDMJEPAPER
NSE: PULZ,Pulz Electronics Limited,PULZ
NSE: PUNJLLOYD,Punj Lloyd Limited,PUNJLLOYD
NSE: PSB,Punjab & Sind Bank,PSB
NSE: PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM
NSE: PNB,Punjab National Bank,PNB
NSE: PURVA,Puravankara Limited,PURVA
NSE: PUSHPREALM,Pushpanjali Realms and Infratech Limited,PUSHPREALM
NSE: PVR,PVR Limited,PVR
NSE: QUESS,Quess Corp Limited,QUESS
NSE: QUICKHEAL,Quick Heal Technologies Limited,QUICKHEAL
NSE: RMDRIP,R M Drip and Sprinklers Systems Limited,RMDRIP
NSE: RSYSTEMS,R Systems International Limited,RSYSTEMS
NSE: RSSOFTWARE,R. S. Software (India) Limited,RSSOFTWARE
NSE: RPPINFRA,R.P.P. Infra Projects Limited,RPPINFRA
NSE: RADAAN,Radaan Mediaworks India Limited,RADAAN
NSE: RMCL,Radha Madhav Corporation Limited,RMCL
NSE: RADICO,Radico Khaitan Limited,RADICO
NSE: RVNL,Rail Vikas Nigam Limited,RVNL
NSE: RAIN,Rain Industries Limited,RAIN
NSE: RAJOIL,Raj Oil Mills Limited,RAJOIL
NSE: RAJRAYON,Raj Rayon Industries Limited,RAJRAYON
NSE: RAJTV,Raj Television Network Limited,RAJTV
NSE: ARENTERP,Rajdarshan Industries Limited,ARENTERP
NSE: RAJESHEXPO,Rajesh Exports Limited,RAJESHEXPO
NSE: RAJMET,Rajnandini Metal Limited,RAJMET
NSE: RPPL,Rajshree Polypack Limited,RPPL
NSE: RAJSREESUG,Rajshree Sugars & Chemicals Limited,RAJSREESUG
NSE: RALLIS,Rallis India Limited,RALLIS
NSE: RAMASTEEL,Rama Steel Tubes Limited,RAMASTEEL
NSE: RAMCOIND,Ramco Industries Limited,RAMCOIND
NSE: RAMCOSYS,Ramco Systems Limited,RAMCOSYS
NSE: RKFORGE,Ramkrishna Forgings Limited,RKFORGE
NSE: RAMKY,Ramky Infrastructure Limited,RAMKY
NSE: RAMSARUP,Ramsarup Industries Limited,RAMSARUP
NSE: RANASUG,Rana Sugars Limited,RANASUG
NSE: RML,Rane (Madras) Limited,RML
NSE: RBL,Rane Brake Lining Limited,RBL
NSE: RANEENGINE,Rane Engine Valve Limited,RANEENGINE
NSE: RANEHOLDIN,Rane Holdings Limited,RANEHOLDIN
NSE: RCF,Rashtriya Chemicals and Fertilizers Limited,RCF
NSE: RATNAMANI,Ratnamani Metals & Tubes Limited,RATNAMANI
NSE: RTNINFRA,RattanIndia Infrastructure Limited,RTNINFRA
NSE: RTNPOWER,RattanIndia Power Limited,RTNPOWER
NSE: RKDL,Ravi Kumar Distilleries Limited,RKDL
NSE: RAYMOND,Raymond Limited,RAYMOND
NSE: RBLBANK,RBL Bank Limited,RBLBANK
NSE: RECLTD,REC Limited,RECLTD
NSE: REDINGTON,Redington (India) Limited,REDINGTON
NSE: REFEX,Refex Industries Limited,REFEX
NSE: RELAXO,Relaxo Footwears Limited,RELAXO
NSE: RELIABLE,Reliable Data Services Limited,RELIABLE
NSE: RELCAPITAL,Reliance Capital Limited,RELCAPITAL
NSE: RCOM,Reliance Communications Limited,RCOM
NSE: RHFL,Reliance Home Finance Limited,RHFL
NSE: RIIL,Reliance Industrial Infrastructure Limited,RIIL
NSE: RELIANCE,Reliance Industries Limited,RELIANCE
NSE: RELINFRA,Reliance Infrastructure Limited,RELINFRA
NSE: RNAVAL,Reliance Naval and Engineering Limited,RNAVAL
NSE: RPOWER,Reliance Power Limited,RPOWER
NSE: RELIGARE,Religare Enterprises Limited,RELIGARE
NSE: REMSONSIND,Remsons Industries Limited,REMSONSIND
NSE: RGL,Renaissance Global Limited,RGL
NSE: REPCOHOME,Repco Home Finance Limited,REPCOHOME
NSE: REPRO,Repro India Limited,REPRO
NSE: RESPONIND,Responsive Industries Limited,RESPONIND
NSE: REVATHI,Revathi Equipment Limited,REVATHI
NSE: RICOAUTO,Rico Auto Industries Limited,RICOAUTO
NSE: RITES,RITES Limited,RITES
NSE: RKEC,RKEC Projects Limited,RKEC
NSE: ROHITFERRO,Rohit Ferro-Tech Limited,ROHITFERRO
NSE: ROLLT,Rollatainers Limited,ROLLT
NSE: ROLTA,Rolta India Limited,ROLTA
NSE: ROSSARI,Rossari Biotech Limited,ROSSARI
NSE: ROSSELLIND,Rossell India Limited,ROSSELLIND
NSE: ROUTE,Route Mobile Limited,ROUTE
NSE: ROHLTD,Royal Orchid Hotels Limited,ROHLTD
NSE: RPGLIFE,RPG Life Sciences Limited,RPGLIFE
NSE: RSWM,RSWM Limited,RSWM
NSE: RUCHINFRA,Ruchi Infrastructure Limited,RUCHINFRA
NSE: RUCHI,Ruchi Soya Industries Limited,RUCHI
NSE: RUCHIRA,Ruchira Papers Limited,RUCHIRA
NSE: REPL,Rudrabhishek Enterprises Limited,REPL
NSE: RUPA,Rupa & Company Limited,RUPA
NSE: RUSHIL,Rushil Decor Limited,RUSHIL
NSE: SCHAND,S Chand And Company Limited,SCHAND
NSE: SHK,S H Kelkar and Company Limited,SHK
NSE: S&SPOWER,S&S Power Switchgears Limited,S&SPOWER
NSE: SPAL,S. P. Apparels Limited,SPAL
NSE: SALSTEEL,S.A.L. Steel Limited,SALSTEEL
NSE: SEPOWER,S.E. Power Limited,SEPOWER
NSE: SSINFRA,S.S. Infrastructure Development Consultants Limited,SSINFRA
NSE: SABEVENTS,Sab Events & Governance Now Media Limited,SABEVENTS
